CountryName,Region,Under5DeathsPer1000,FertilityRate
Malaysia,East Asia & Pacific,8.1,2.116
Maldives,South Asia,12.1,2.202
Mali,Sub-Saharan Africa,126.1,6.523
Malta,Middle East & North Africa,6.8,1.42
Marshall Islands,East Asia & Pacific,38.0,3.389
Mauritania,Sub-Saharan Africa,53.4,4.986
Mauritius,Sub-Saharan Africa,14.9,1.54
Mexico,Latin America & Caribbean,17.9,2.294
"Micronesia, Fed. Sts.",East Asia & Pacific,33.0,3.13
Moldova,Europe & Central Asia,16.6,1.659
Monaco,Europe & Central Asia,3.8,
Mongolia,East Asia & Pacific,22.8,2.739
Montenegro,Europe & Central Asia,5.5,1.72
Morocco,Middle East & North Africa,27.9,2.598
Mozambique,Sub-Saharan Africa,96.4,5.451
Myanmar,East Asia & Pacific,58.2,2.274
Namibia,Sub-Saharan Africa,50.3,3.676
Nauru,East Asia & Pacific,36.0,3.928
Nepal,South Asia,41.5,2.387
Netherlands,Europe & Central Asia,4.2,1.72
New Caledonia,East Asia & Pacific,,2.28
New Zealand,East Asia & Pacific,6.0,2.1
Nicaragua,Latin America & Caribbean,21.9,2.55
Niger,Sub-Saharan Africa,126.0,7.4
Nigeria,Sub-Saharan Africa,131.4,5.832
North Macedonia,Europe & Central Asia,10.1,1.5
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,3.0,1.85
Oman,Middle East & North Africa,11.5,2.929
Pakistan,South Asia,83.0,4.169
Palau,East Asia & Pacific,21.8,2.23
Panama,Latin America & Caribbean,18.6,2.636
Papua New Guinea,East Asia & Pacific,55.2,3.746
Paraguay,Latin America & Caribbean,24.4,2.625
Peru,Latin America & Caribbean,18.3,2.487
Philippines,East Asia & Pacific,31.0,3.127
Poland,Europe & Central Asia,5.4,1.33
Portugal,Europe & Central Asia,3.7,1.28
Puerto Rico,Latin America & Caribbean,,1.5425
Qatar,Middle East & North Africa,8.7,1.969
Romania,Europe & Central Asia,11.2,1.52
Russian Federation,Europe & Central Asia,9.9,1.691
Rwanda,Sub-Saharan Africa,55.2,4.233
Samoa,East Asia & Pacific,19.1,4.606
San Marino,Europe & Central Asia,2.6,1.26
Sao Tome and Principe,Sub-Saharan Africa,30.5,4.667
Saudi Arabia,Middle East & North Africa,10.9,2.78
Senegal,Sub-Saharan Africa,59.8,5.005
Serbia,Europe & Central Asia,7.1,1.45
Seychelles,Sub-Saharan Africa,14.4,2.37
Sierra Leone,Sub-Saharan Africa,148.0,5.064
Singapore,East Asia & Pacific,2.8,1.29
Sint Maarten (Dutch part),Latin America & Caribbean,,1.93
Slovak Republic,Europe & Central Asia,6.7,1.34
Slovenia,Europe & Central Asia,2.9,1.58
Solomon Islands,East Asia & Pacific,24.9,4.412
Somalia,Sub-Saharan Africa,148.1,7.198
South Africa,Sub-Saharan Africa,41.5,2.447
South Sudan,Sub-Saharan Africa,101.0,5.197
Spain,Europe & Central Asia,3.6,1.32
Sri Lanka,South Asia,10.4,2.196
St. Kitts and Nevis,Latin America & Caribbean,17.4,1.713
St. Lucia,Latin America & Caribbean,20.5,1.508
St. Martin (French part),Latin America & Caribbean,,2.748
St. Vincent and the Grenadines,Latin America & Caribbean,18.6,2.12
Sudan,Sub-Saharan Africa,71.9,4.895
Suriname,Latin America & Caribbean,22.1,2.565
Sweden,Europe & Central Asia,3.0,1.91
Switzerland,Europe & Central Asia,4.4,1.52
Syrian Arab Republic,Middle East & North Africa,37.1,3.215
Tajikistan,Europe & Central Asia,40.4,3.421
Tanzania,Sub-Saharan Africa,65.2,5.098
Thailand,East Asia & Pacific,12.4,1.586
Timor-Leste,East Asia & Pacific,67.2,4.444
Togo,Sub-Saharan Africa,83.7,4.806
Tonga,East Asia & Pacific,12.8,3.781
Trinidad and Tobago,Latin America & Caribbean,21.5,1.711
Tunisia,Middle East & North Africa,17.7,2.216
Turkiye,Europe & Central Asia,15.8,2.149
Turkmenistan,Europe & Central Asia,42.2,2.936
Turks and Caicos Islands,Latin America & Caribbean,5.7,1.694
Tuvalu,East Asia & Pacific,29.0,3.467
Uganda,Sub-Saharan Africa,66.7,5.784
Ukraine,Europe & Central Asia,10.6,1.531
United Arab Emirates,Middle East & North Africa,8.2,1.666
United Kingdom,Europe & Central Asia,4.8,1.92
United States,North America,7.1,1.8805
Uruguay,Latin America & Caribbean,10.0,2.006
Uzbekistan,Europe & Central Asia,23.8,2.193
Vanuatu,East Asia & Pacific,28.6,4.124
"Venezuela, RB",Latin America & Caribbean,17.3,2.417
Vietnam,East Asia & Pacific,22.6,1.927
Virgin Islands (U.S.),Latin America & Caribbean,,2.06
West Bank and Gaza,Middle East & North Africa,20.6,4.16
"Yemen, Rep.",Middle East & North Africa,58.9,4.634
Zambia,Sub-Saharan Africa,74.5,5.146
Zimbabwe,Sub-Saharan Africa,72.1,4.096
Afghanistan,South Asia,76.8,5.696
Albania,Europe & Central Asia,10.5,1.697
Algeria,Middle East & North Africa,26.1,2.957
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,3.9,
Angola,Sub-Saharan Africa,98.3,5.953
Antigua and Barbuda,Latin America & Caribbean,8.6,1.537
Argentina,Latin America & Caribbean,12.7,2.322
Armenia,Europe & Central Asia,15.9,1.6
Aruba,Latin America & Caribbean,,2.117
Australia,East Asia & Pacific,4.1,1.855
Austria,Europe & Central Asia,3.9,1.44
Azerbaijan,Europe & Central Asia,30.3,1.98
"Bahamas, The",Latin America & Caribbean,14.4,1.51
Bahrain,Middle East & North Africa,7.7,2.164
Bangladesh,South Asia,42.1,2.184
Barbados,Latin America & Caribbean,14.6,1.63
Belarus,Europe & Central Asia,4.6,1.668
Belgium,Europe & Central Asia,4.2,1.76
Belize,Latin America & Caribbean,16.9,2.53
Benin,Sub-Saharan Africa,102.3,5.345
Bermuda,North America,,1.6
Bhutan,South Asia,36.3,2.087
Bolivia,Latin America & Caribbean,35.2,3.01
Bosnia and Herzegovina,Europe & Central Asia,6.5,1.276
Botswana,Sub-Saharan Africa,50.3,2.964
Brazil,Latin America & Caribbean,16.7,1.748
British Virgin Islands,Latin America & Caribbean,13.4,1.08
Brunei Darussalam,East Asia & Pacific,10.2,1.978
Bulgaria,Europe & Central Asia,9.2,1.48
Burkina Faso,Sub-Saharan Africa,108.7,5.697
Burundi,Sub-Saharan Africa,75.7,5.889
Cabo Verde,Sub-Saharan Africa,22.8,2.198
Cambodia,East Asia & Pacific,35.3,2.62
Cameroon,Sub-Saharan Africa,96.9,4.914
Canada,North America,5.5,1.61
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,121.1,6.017
Chad,Sub-Saharan Africa,136.9,6.839
Channel Islands,Europe & Central Asia,,1.572
Chile,Latin America & Caribbean,8.3,1.786
China,East Asia & Pacific,12.5,1.714
Colombia,Latin America & Caribbean,16.7,1.905
Comoros,Sub-Saharan Africa,65.8,4.568
"Congo, Dem. Rep.",Sub-Saharan Africa,103.3,6.527
"Congo, Rep.",Sub-Saharan Africa,56.4,4.691
Costa Rica,Latin America & Caribbean,9.6,1.838
Cote d'Ivoire,Sub-Saharan Africa,96.9,4.92
Croatia,Europe & Central Asia,5.1,1.46
Cuba,Latin America & Caribbean,5.9,1.688
Curacao,Latin America & Caribbean,,2.1
Cyprus,Europe & Central Asia,3.0,1.305
Czechia,Europe & Central Asia,3.2,1.46
Denmark,Europe & Central Asia,4.1,1.67
Djibouti,Middle East & North Africa,69.9,3.178
Dominica,Latin America & Caribbean,28.5,1.772
Dominican Republic,Latin America & Caribbean,35.1,2.466
Ecuador,Latin America & Caribbean,16.6,2.419
"Egypt, Arab Rep.",Middle East & North Africa,25.3,3.419
El Salvador,Latin America & Caribbean,16.7,2.154
Equatorial Guinea,Sub-Saharan Africa,100.2,4.952
Eritrea,Sub-Saharan Africa,49.8,4.335
Estonia,Europe & Central Asia,3.6,1.52
Eswatini,Sub-Saharan Africa,67.9,3.226
Ethiopia,Sub-Saharan Africa,69.6,4.724
Faroe Islands,Europe & Central Asia,,2.537
Fiji,East Asia & Pacific,23.8,2.662
Finland,Europe & Central Asia,2.7,1.75
France,Europe & Central Asia,4.1,1.99
French Polynesia,East Asia & Pacific,,1.946
Gabon,Sub-Saharan Africa,54.2,4.019
"Gambia, The",Sub-Saharan Africa,65.2,5.51
Georgia,Europe & Central Asia,11.4,2.017
Germany,Europe & Central Asia,4.0,1.42
Ghana,Sub-Saharan Africa,60.5,4.136
Gibraltar,Europe & Central Asia,,1.834
Greece,Europe & Central Asia,4.2,1.29
Greenland,Europe & Central Asia,,2.077
Grenada,Latin America & Caribbean,15.9,2.171
Guam,East Asia & Pacific,,2.874
Guatemala,Latin America & Caribbean,30.8,3.151
Guinea,Sub-Saharan Africa,115.7,5.116
Guinea-Bissau,Sub-Saharan Africa,99.4,4.937
Guyana,Latin America & Caribbean,35.0,2.582
Haiti,Latin America & Caribbean,73.9,3.216
Honduras,Latin America & Caribbean,22.1,2.699
"Hong Kong SAR, China",East Asia & Pacific,,1.125
Hungary,Europe & Central Asia,5.6,1.35
Iceland,Europe & Central Asia,2.6,1.93
India,South Asia,49.1,2.406
Indonesia,East Asia & Pacific,30.0,2.427
"Iran, Islamic Rep.",Middle East & North Africa,16.8,1.961
Iraq,Middle East & North Africa,31.7,4.378
Ireland,Europe & Central Asia,3.9,1.93
Isle of Man,Europe & Central Asia,,1.853
Israel,Middle East & North Africa,4.1,3.03
Italy,Europe & Central Asia,3.7,1.39
Jamaica,Latin America & Caribbean,15.9,1.636
Japan,East Asia & Pacific,2.9,1.43
Jordan,Middle East & North Africa,18.5,3.436
Kazakhstan,Europe & Central Asia,14.6,2.64
Kenya,Sub-Saharan Africa,50.1,3.952
Kiribati,East Asia & Pacific,60.7,3.689
"Korea, Dem. People's Rep.",East Asia & Pacific,24.0,1.86
"Korea, Rep.",East Asia & Pacific,3.7,1.187
Kosovo,Europe & Central Asia,16.3,2.098
Kuwait,Middle East & North Africa,9.6,2.153
Kyrgyz Republic,Europe & Central Asia,24.7,3.1
Lao PDR,East Asia & Pacific,59.0,2.872
Latvia,Europe & Central Asia,6.1,1.52
Lebanon,Middle East & North Africa,10.0,2.172
Lesotho,Sub-Saharan Africa,85.1,3.334
Liberia,Sub-Saharan Africa,92.0,4.749
Libya,Middle East & North Africa,14.4,2.716
Liechtenstein,Europe & Central Asia,,1.45
Lithuania,Europe & Central Asia,5.1,1.59
Luxembourg,Europe & Central Asia,2.8,1.55
"Macao SAR, China",East Asia & Pacific,,1.199
Madagascar,Sub-Saharan Africa,67.0,4.358
Malawi,Sub-Saharan Africa,64.5,4.778
Malaysia,East Asia & Pacific,8.1,2.089
Maldives,South Asia,11.3,2.123
Mali,Sub-Saharan Africa,122.5,6.491
Malta,Middle East & North Africa,6.7,1.36
Marshall Islands,East Asia & Pacific,37.3,3.274
Mauritania,Sub-Saharan Africa,51.9,4.942
Mauritius,Sub-Saharan Africa,14.9,1.44
Mexico,Latin America & Caribbean,17.3,2.269
"Micronesia, Fed. Sts.",East Asia & Pacific,32.0,3.087
Moldova,Europe & Central Asia,16.3,1.654
Monaco,Europe & Central Asia,3.7,
Mongolia,East Asia & Pacific,21.5,2.897
Montenegro,Europe & Central Asia,5.0,1.73
Morocco,Middle East & North Africa,26.4,2.594
Mozambique,Sub-Saharan Africa,92.1,5.34
Myanmar,East Asia & Pacific,55.9,2.256
Namibia,Sub-Saharan Africa,48.1,3.653
Nauru,East Asia & Pacific,35.1,3.892
Nepal,South Asia,39.4,2.334
Netherlands,Europe & Central Asia,4.1,1.68
New Caledonia,East Asia & Pacific,,2.19
New Zealand,East Asia & Pacific,5.8,2.01
Nicaragua,Latin America & Caribbean,20.8,2.526
Niger,Sub-Saharan Africa,123.4,7.344
Nigeria,Sub-Saharan Africa,129.6,5.738
North Macedonia,Europe & Central Asia,10.6,1.5
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,2.9,1.78
Oman,Middle East & North Africa,11.4,2.949
Pakistan,South Asia,80.7,4.106
Palau,East Asia & Pacific,21.1,
Panama,Latin America & Caribbean,18.0,2.609
Papua New Guinea,East Asia & Pacific,53.8,3.684
Paraguay,Latin America & Caribbean,23.6,2.636
Peru,Latin America & Caribbean,17.6,2.432
Philippines,East Asia & Pacific,30.6,3.096
Poland,Europe & Central Asia,5.2,1.29
Portugal,Europe & Central Asia,3.7,1.21
Puerto Rico,Latin America & Caribbean,,1.47
Qatar,Middle East & North Africa,8.4,1.932
Romania,Europe & Central Asia,10.6,1.46
Russian Federation,Europe & Central Asia,9.5,1.707
Rwanda,Sub-Saharan Africa,52.2,4.159
Samoa,East Asia & Pacific,19.0,4.525
San Marino,Europe & Central Asia,2.4,
Sao Tome and Principe,Sub-Saharan Africa,27.8,4.6
Saudi Arabia,Middle East & North Africa,10.2,2.737
Senegal,Sub-Saharan Africa,56.7,4.96
Serbia,Europe & Central Asia,6.8,1.43
Seychelles,Sub-Saharan Africa,14.4,2.26
Sierra Leone,Sub-Saharan Africa,141.9,4.873
Singapore,East Asia & Pacific,2.8,1.19
Sint Maarten (Dutch part),Latin America & Caribbean,,1.862
Slovak Republic,Europe & Central Asia,6.5,1.34
Slovenia,Europe & Central Asia,2.8,1.55
Solomon Islands,East Asia & Pacific,24.1,4.418
Somalia,Sub-Saharan Africa,143.4,7.128
South Africa,Sub-Saharan Africa,39.6,2.428
South Sudan,Sub-Saharan Africa,99.2,5.108
Spain,Europe & Central Asia,3.5,1.27
Sri Lanka,South Asia,9.9,2.181
St. Kitts and Nevis,Latin America & Caribbean,17.3,1.682
St. Lucia,Latin America & Caribbean,21.0,1.496
St. Martin (French part),Latin America & Caribbean,,2.668
St. Vincent and the Grenadines,Latin America & Caribbean,18.0,2.112
Sudan,Sub-Saharan Africa,69.9,4.903
Suriname,Latin America & Caribbean,21.6,2.543
Sweden,Europe & Central Asia,2.9,1.89
Switzerland,Europe & Central Asia,4.4,1.52
Syrian Arab Republic,Middle East & North Africa,45.4,3.17
Tajikistan,Europe & Central Asia,39.4,3.433
Tanzania,Sub-Saharan Africa,62.5,5.122
Thailand,East Asia & Pacific,11.8,1.547
Timor-Leste,East Asia & Pacific,65.3,4.268
Togo,Sub-Saharan Africa,81.1,4.723
Tonga,East Asia & Pacific,12.6,3.707
Trinidad and Tobago,Latin America & Caribbean,20.8,1.703
Tunisia,Middle East & North Africa,17.5,2.24
Turkiye,Europe & Central Asia,14.7,2.165
Turkmenistan,Europe & Central Asia,42.1,2.958
Turks and Caicos Islands,Latin America & Caribbean,5.6,1.676
Tuvalu,East Asia & Pacific,28.0,3.355
Uganda,Sub-Saharan Africa,62.5,5.618
Ukraine,Europe & Central Asia,10.2,1.506
United Arab Emirates,Middle East & North Africa,8.0,1.602
United Kingdom,Europe & Central Asia,4.6,1.83
United States,North America,7.0,1.8575
Uruguay,Latin America & Caribbean,9.7,2.01
Uzbekistan,Europe & Central Asia,22.1,2.35
Vanuatu,East Asia & Pacific,28.3,4.093
"Venezuela, RB",Latin America & Caribbean,17.6,2.39
Vietnam,East Asia & Pacific,22.3,1.951
Virgin Islands (U.S.),Latin America & Caribbean,,2.08
West Bank and Gaza,Middle East & North Africa,19.8,4.076
"Yemen, Rep.",Middle East & North Africa,58.5,4.529
Zambia,Sub-Saharan Africa,72.0,5.026
Zimbabwe,Sub-Saharan Africa,66.2,4.064
Afghanistan,South Asia,73.4,5.56
Albania,Europe & Central Asia,9.9,1.674
Algeria,Middle East & North Africa,25.7,3.004
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,3.7,
Angola,Sub-Saharan Africa,92.9,5.864
Antigua and Barbuda,Latin America & Caribbean,8.1,1.526
Argentina,Latin America & Caribbean,12.2,2.312
Armenia,Europe & Central Asia,15.1,1.703
Aruba,Latin America & Caribbean,,2.148
Australia,East Asia & Pacific,4.0,1.826
Austria,Europe & Central Asia,3.8,1.46
Azerbaijan,Europe & Central Asia,28.3,1.97
"Bahamas, The",Latin America & Caribbean,14.1,1.673
Bahrain,Middle East & North Africa,7.5,2.158
Bangladesh,South Asia,40.0,2.152
Barbados,Latin America & Caribbean,14.4,1.62
Belarus,Europe & Central Asia,4.3,1.696
Belgium,Europe & Central Asia,4.1,1.74
Belize,Latin America & Caribbean,16.1,2.491
Benin,Sub-Saharan Africa,100.1,5.348
Bermuda,North America,,1.4
Bhutan,South Asia,34.7,2.027
Bolivia,Latin America & Caribbean,33.3,2.947
Bosnia and Herzegovina,Europe & Central Asia,6.4,1.262
Botswana,Sub-Saharan Africa,48.2,2.951
Brazil,Latin America & Caribbean,16.3,1.767
British Virgin Islands,Latin America & Caribbean,13.1,1.237
Brunei Darussalam,East Asia & Pacific,10.4,1.969
Bulgaria,Europe & Central Asia,8.7,1.53
Burkina Faso,Sub-Saharan Africa,104.7,5.595
Burundi,Sub-Saharan Africa,71.6,5.794
Cabo Verde,Sub-Saharan Africa,21.3,2.17
Cambodia,East Asia & Pacific,33.4,2.589
Cameroon,Sub-Saharan Africa,92.5,4.855
Canada,North America,5.4,1.61
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,118.6,6.024
Chad,Sub-Saharan Africa,133.3,6.781
Channel Islands,Europe & Central Asia,,1.556
Chile,Latin America & Caribbean,8.1,1.774
China,East Asia & Pacific,11.6,1.769
Colombia,Latin America & Caribbean,16.1,1.883
Comoros,Sub-Saharan Africa,63.5,4.492
"Congo, Dem. Rep.",Sub-Saharan Africa,99.7,6.483
"Congo, Rep.",Sub-Saharan Africa,54.6,4.626
Costa Rica,Latin America & Caribbean,9.3,1.819
Cote d'Ivoire,Sub-Saharan Africa,93.5,4.867
Croatia,Europe & Central Asia,5.0,1.46
Cuba,Latin America & Caribbean,5.8,1.663
Curacao,Latin America & Caribbean,,2.0
Cyprus,Europe & Central Asia,2.9,1.315
Czechia,Europe & Central Asia,3.1,1.53
Denmark,Europe & Central Asia,4.1,1.69
Djibouti,Middle East & North Africa,67.8,3.112
Dominica,Latin America & Caribbean,29.9,1.734
Dominican Republic,Latin America & Caribbean,35.1,2.445
Ecuador,Latin America & Caribbean,16.0,2.335
"Egypt, Arab Rep.",Middle East & North Africa,24.3,3.441
El Salvador,Latin America & Caribbean,16.0,2.126
Equatorial Guinea,Sub-Saharan Africa,96.8,4.863
Eritrea,Sub-Saharan Africa,48.1,4.273
Estonia,Europe & Central Asia,3.4,1.54
Eswatini,Sub-Saharan Africa,67.9,3.174
Ethiopia,Sub-Saharan Africa,65.9,4.609
Faroe Islands,Europe & Central Asia,,2.563
Fiji,East Asia & Pacific,24.1,2.657
Finland,Europe & Central Asia,2.6,1.71
France,Europe & Central Asia,4.1,2.0
French Polynesia,East Asia & Pacific,,1.959
Gabon,Sub-Saharan Africa,52.2,3.953
"Gambia, The",Sub-Saharan Africa,62.6,5.416
Georgia,Europe & Central Asia,10.9,2.115
Germany,Europe & Central Asia,4.0,1.47
Ghana,Sub-Saharan Africa,57.8,4.05
Gibraltar,Europe & Central Asia,,2.014
Greece,Europe & Central Asia,4.3,1.3
Greenland,Europe & Central Asia,,2.037
Grenada,Latin America & Caribbean,16.1,2.148
Guam,East Asia & Pacific,,2.943
Guatemala,Latin America & Caribbean,29.5,3.088
Guinea,Sub-Saharan Africa,114.5,5.049
Guinea-Bissau,Sub-Saharan Africa,95.5,4.802
Guyana,Latin America & Caribbean,34.1,2.558
Haiti,Latin America & Caribbean,72.0,3.157
Honduras,Latin America & Caribbean,21.3,2.635
"Hong Kong SAR, China",East Asia & Pacific,,1.235
Hungary,Europe & Central Asia,5.4,1.44
Iceland,Europe & Central Asia,2.6,1.93
India,South Asia,46.2,2.306
Indonesia,East Asia & Pacific,28.8,2.389
"Iran, Islamic Rep.",Middle East & North Africa,16.1,2.036
Iraq,Middle East & North Africa,30.8,4.283
Ireland,Europe & Central Asia,3.8,1.89
Isle of Man,Europe & Central Asia,,1.737
Israel,Middle East & North Africa,4.0,3.08
Italy,Europe & Central Asia,3.6,1.37
Jamaica,Latin America & Caribbean,15.4,1.569
Japan,East Asia & Pacific,2.8,1.42
Jordan,Middle East & North Africa,18.0,3.31
Kazakhstan,Europe & Central Asia,13.0,2.73
Kenya,Sub-Saharan Africa,48.1,3.844
Kiribati,East Asia & Pacific,59.1,3.599
"Korea, Dem. People's Rep.",East Asia & Pacific,22.4,1.885
"Korea, Rep.",East Asia & Pacific,3.6,1.205
Kosovo,Europe & Central Asia,15.3,1.871
Kuwait,Middle East & North Africa,9.3,2.156
Kyrgyz Republic,Europe & Central Asia,23.4,3.2
Lao PDR,East Asia & Pacific,56.2,2.802
Latvia,Europe & Central Asia,5.5,1.65
Lebanon,Middle East & North Africa,9.7,2.182
Lesotho,Sub-Saharan Africa,84.0,3.288
Liberia,Sub-Saharan Africa,92.2,4.622
Libya,Middle East & North Africa,13.8,2.754
Liechtenstein,Europe & Central Asia,,1.59
Lithuania,Europe & Central Asia,5.0,1.63
Luxembourg,Europe & Central Asia,2.8,1.5
"Macao SAR, China",East Asia & Pacific,,1.224
Madagascar,Sub-Saharan Africa,66.4,4.247
Malawi,Sub-Saharan Africa,59.8,4.612
Malaysia,East Asia & Pacific,8.1,2.081
Maldives,South Asia,10.5,2.059
Mali,Sub-Saharan Africa,119.0,6.441
Malta,Middle East & North Africa,6.7,1.38
Marshall Islands,East Asia & Pacific,36.4,3.161
Mauritania,Sub-Saharan Africa,50.5,4.886
Mauritius,Sub-Saharan Africa,14.8,1.43
Mexico,Latin America & Caribbean,16.8,2.211
"Micronesia, Fed. Sts.",East Asia & Pacific,31.1,3.032
Moldova,Europe & Central Asia,16.0,1.822
Monaco,Europe & Central Asia,3.6,
Mongolia,East Asia & Pacific,20.4,2.996
Montenegro,Europe & Central Asia,4.5,1.75
Morocco,Middle East & North Africa,24.9,2.548
Mozambique,Sub-Saharan Africa,88.3,5.131
Myanmar,East Asia & Pacific,53.8,2.24
Namibia,Sub-Saharan Africa,45.5,3.635
Nauru,East Asia & Pacific,34.2,3.857
Nepal,South Asia,37.4,2.293
Netherlands,Europe & Central Asia,4.1,1.71
New Caledonia,East Asia & Pacific,,2.17
New Zealand,East Asia & Pacific,5.7,1.92
Nicaragua,Latin America & Caribbean,19.8,2.503
Niger,Sub-Saharan Africa,121.6,7.279
Nigeria,Sub-Saharan Africa,128.0,5.664
North Macedonia,Europe & Central Asia,11.2,1.5
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,2.8,1.75
Oman,Middle East & North Africa,11.3,2.956
Pakistan,South Asia,78.4,4.005
Palau,East Asia & Pacific,20.4,
Panama,Latin America & Caribbean,17.5,2.59
Papua New Guinea,East Asia & Pacific,52.5,3.625
Paraguay,Latin America & Caribbean,22.9,2.646
Peru,Latin America & Caribbean,17.1,2.385
Philippines,East Asia & Pacific,30.2,3.031
Poland,Europe & Central Asia,5.0,1.32
Portugal,Europe & Central Asia,3.6,1.23
Puerto Rico,Latin America & Caribbean,,1.432
Qatar,Middle East & North Africa,8.1,1.898
Romania,Europe & Central Asia,9.9,1.56
Russian Federation,Europe & Central Asia,8.9,1.75
Rwanda,Sub-Saharan Africa,49.8,4.112
Samoa,East Asia & Pacific,18.8,4.443
San Marino,Europe & Central Asia,2.3,
Sao Tome and Principe,Sub-Saharan Africa,25.4,4.511
Saudi Arabia,Middle East & North Africa,9.6,2.686
Senegal,Sub-Saharan Africa,53.8,4.905
Serbia,Europe & Central Asia,6.6,1.46
Seychelles,Sub-Saharan Africa,14.5,2.25
Sierra Leone,Sub-Saharan Africa,140.0,4.703
Singapore,East Asia & Pacific,2.7,1.25
Sint Maarten (Dutch part),Latin America & Caribbean,,1.794
Slovak Republic,Europe & Central Asia,6.4,1.37
Slovenia,Europe & Central Asia,2.7,1.58
Solomon Islands,East Asia & Pacific,23.5,4.418
Somalia,Sub-Saharan Africa,138.9,7.057
